order_id,account_id,product_type,revenue,cogs,order_date,ship_date,status,tech_id
ORD002353,ACC005,Implant Abutment,180.8,69.68,2024-06-26,2024-07-01,Complete,TECH02
ORD002354,ACC003,Partial Denture,356.07,190.21,2024-06-26,2024-06-30,Complete,TECH02
ORD002355,ACC002,Bridge 3-Unit,419.43,180.04,2024-06-26,2024-07-01,Complete,TECH06
ORD002356,ACC002,Veneer,136.79,47.37,2024-06-26,2024-07-06,Complete,TECH05
ORD002357,ACC005,Bridge 3-Unit,412.11,180.75,2024-06-26,2024-07-07,Complete,TECH06
ORD002358,ACC012,Partial Denture,368.48,192.88,2024-06-26,2024-07-01,Complete,TECH02
ORD002359,ACC003,Crown PFM,158.32,57.49,2024-06-26,2024-07-04,Complete,TECH04
ORD002360,ACC014,Crown PFM,146.24,58.15,2024-06-26,2024-07-05,Complete,TECH02
ORD002361,ACC006,Nightguard,89.94,35.58,2024-06-26,2024-07-03,Complete,TECH06
ORD002362,ACC002,Partial Denture,375.09,183.83,2024-06-26,2024-07-07,Complete,TECH05
ORD002363,ACC002,Clear Aligner Set,581.47,177.4,2024-06-26,2024-07-05,Complete,TECH01
ORD002364,ACC002,Implant Crown,322.7,94.6,2024-06-26,2024-06-30,Complete,TECH01
ORD002365,ACC003,Nightguard,92.78,38.25,2024-06-26,2024-07-04,Complete,TECH04
ORD002366,ACC004,Nightguard,95.64,33.83,2024-06-26,2024-07-04,Complete,TECH03
ORD002367,ACC013,Partial Denture,379.89,190.62,2024-06-26,2024-06-29,Complete,TECH01
ORD002368,ACC007,Full Denture,648.04,302.07,2024-06-26,2024-06-30,Complete,TECH04
ORD002369,ACC002,Veneer,118.91,41.4,2024-06-26,2024-06-29,Complete,TECH06
ORD002370,ACC005,Bridge 3-Unit,412.78,179.95,2024-06-26,2024-07-08,Complete,TECH05
ORD002371,ACC006,Implant Crown,302.83,90.36,2024-06-26,2024-06-30,Complete,TECH02
ORD002372,ACC006,Clear Aligner Set,511.55,194.48,2024-06-26,2024-07-02,Complete,TECH02
ORD002373,ACC008,Crown Zirconia,151.59,57.38,2024-06-26,2024-07-06,Complete,TECH02
ORD002374,ACC005,Bridge 3-Unit,382.6,160.71,2024-06-27,2024-07-04,Complete,TECH05
ORD002375,ACC014,Full Denture,688.24,317.27,2024-06-27,2024-07-01,Complete,TECH04
ORD002376,ACC004,Nightguard,104.28,34.71,2024-06-27,2024-07-02,Complete,TECH03
ORD002377,ACC001,Clear Aligner Set,503.36,209.53,2024-06-27,2024-07-06,Complete,TECH04
ORD002378,ACC007,Nightguard,108.57,34.7,2024-06-27,2024-07-06,Complete,TECH05
ORD002379,ACC009,Partial Denture,415.46,165.85,2024-06-27,2024-07-09,Remake,TECH02
ORD002380,ACC006,Crown PFM,162.37,64.36,2024-06-27,2024-07-08,Complete,TECH03
ORD002381,ACC003,Implant Crown,277.62,91.5,2024-06-27,2024-07-03,Complete,TECH01
ORD002382,ACC005,Implant Abutment,177.41,65.49,2024-06-27,2024-07-02,Complete,TECH03
ORD002383,ACC011,Crown PFM,153.79,57.65,2024-06-27,2024-07-08,Complete,TECH01
ORD002384,ACC001,Full Denture,719.56,333.08,2024-06-27,2024-07-08,Complete,TECH03
ORD002385,ACC008,Partial Denture,444.21,169.02,2024-06-27,2024-06-30,Complete,TECH03
ORD002386,ACC002,Implant Abutment,184.12,77.35,2024-06-27,2024-07-09,Complete,TECH01
ORD002387,ACC008,Partial Denture,448.88,167.66,2024-06-27,2024-07-09,Complete,TECH05
ORD002388,ACC002,Veneer,114.62,41.09,2024-06-27,2024-07-06,Complete,TECH02
ORD002389,ACC004,Partial Denture,391.9,190.88,2024-06-27,2024-07-02,Complete,TECH04
ORD002390,ACC002,Bridge 3-Unit,397.83,171.17,2024-06-27,2024-07-04,Complete,TECH01
ORD002391,ACC003,Bridge 3-Unit,463.84,178.06,2024-06-27,2024-07-02,Complete,TECH01
ORD002392,ACC004,Veneer,135.27,47.26,2024-06-28,2024-07-09,Complete,TECH02
ORD002393,ACC008,Crown PFM,152.37,59.25,2024-06-28,2024-07-01,Remake,TECH06
ORD002394,ACC012,Bridge 3-Unit,404.08,156.93,2024-06-28,2024-07-10,Complete,TECH01
ORD002395,ACC009,Crown PFM,165.21,55.88,2024-06-28,2024-07-06,Complete,TECH06
ORD002396,ACC001,Bridge 3-Unit,428.44,173.7,2024-06-28,2024-07-03,Complete,TECH03
ORD002397,ACC003,Bridge 3-Unit,403.6,173.02,2024-06-28,2024-07-09,Complete,TECH01
ORD002398,ACC001,Crown PFM,134.23,58.24,2024-06-28,2024-07-07,Complete,TECH02
ORD002399,ACC001,Implant Crown,258.21,94.61,2024-06-28,2024-07-05,Complete,TECH02
ORD002400,ACC012,Partial Denture,423.32,184.13,2024-06-28,2024-07-08,Complete,TECH02
ORD002401,ACC015,Implant Crown,263.75,104.97,2024-06-28,2024-07-10,Complete,TECH03
ORD002402,ACC001,Crown Zirconia,185.44,58.05,2024-06-28,2024-07-09,Complete,TECH03
ORD002403,ACC006,Partial Denture,370.33,182.42,2024-06-28,2024-07-05,Complete,TECH03
ORD002404,ACC011,Implant Abutment,220.17,72.89,2024-06-28,2024-07-02,Complete,TECH01
ORD002405,ACC011,Bridge 3-Unit,459.67,159.13,2024-06-28,2024-07-08,Complete,TECH06
ORD002406,ACC009,Veneer,132.44,39.72,2024-06-28,2024-07-05,Complete,TECH02
ORD002407,ACC001,Bridge 3-Unit,397.1,167.48,2024-06-28,2024-07-07,Complete,TECH04
ORD002408,ACC007,Partial Denture,414.92,181.32,2024-06-28,2024-07-04,Complete,TECH04
ORD002409,ACC004,Veneer,124.16,43.05,2024-06-28,2024-07-04,Complete,TECH04
ORD002410,ACC001,Partial Denture,407.54,186.36,2024-06-28,2024-07-04,Complete,TECH06
ORD002411,ACC001,Full Denture,612.49,334.42,2024-06-28,2024-07-09,Remake,TECH04
ORD002412,ACC013,Crown Zirconia,150.96,55.09,2024-07-01,2024-07-06,Complete,TECH03
ORD002413,ACC004,Nightguard,108.58,40.38,2024-07-01,2024-07-07,Complete,TECH01
ORD002414,ACC008,Crown Zirconia,188.18,59.21,2024-07-01,2024-07-04,Complete,TECH06
ORD002415,ACC013,Full Denture,621.19,279.37,2024-07-01,2024-07-11,Complete,TECH05
ORD002416,ACC011,Crown PFM,135.82,56.31,2024-07-01,2024-07-04,Complete,TECH05
ORD002417,ACC010,Partial Denture,370.28,164.97,2024-07-01,2024-07-12,Complete,TECH06
ORD002418,ACC013,Veneer,120.35,41.69,2024-07-01,2024-07-04,Complete,TECH03
ORD002419,ACC001,Crown PFM,162.44,54.96,2024-07-01,2024-07-12,Complete,TECH02
ORD002420,ACC001,Partial Denture,422.64,189.94,2024-07-01,2024-07-08,Complete,TECH05
ORD002421,ACC005,Implant Crown,286.69,89.31,2024-07-01,2024-07-12,Complete,TECH04
ORD002422,ACC014,Bridge 3-Unit,456.03,168.01,2024-07-01,2024-07-10,Complete,TECH02
ORD002423,ACC010,Nightguard,99.87,34.03,2024-07-01,2024-07-11,Complete,TECH03
ORD002424,ACC007,Partial Denture,437.19,164.33,2024-07-01,2024-07-10,Complete,TECH02
ORD002425,ACC002,Crown Zirconia,151.71,58.04,2024-07-01,2024-07-04,Complete,TECH02
ORD002426,ACC002,Nightguard,88.03,35.05,2024-07-01,2024-07-08,Remake,TECH02
ORD002427,ACC005,Crown PFM,139.21,55.61,2024-07-01,2024-07-04,Complete,TECH05
ORD002428,ACC014,Veneer,109.37,41.49,2024-07-01,2024-07-04,Complete,TECH03
ORD002429,ACC008,Partial Denture,404.9,169.72,2024-07-01,2024-07-09,Complete,TECH02
ORD002430,ACC008,Crown Zirconia,162.17,61.44,2024-07-01,2024-07-12,Complete,TECH02
ORD002431,ACC001,Partial Denture,402.6,189.68,2024-07-01,2024-07-06,Remake,TECH02
ORD002432,ACC007,Crown Zirconia,185.01,52.12,2024-07-01,2024-07-07,Complete,TECH06
ORD002433,ACC007,Bridge 3-Unit,482.31,171.56,2024-07-01,2024-07-13,Complete,TECH06
ORD002434,ACC005,Full Denture,688.07,280.93,2024-07-01,2024-07-13,Complete,TECH04
ORD002435,ACC001,Partial Denture,379.11,194.29,2024-07-01,2024-07-06,Complete,TECH05
ORD002436,ACC006,Veneer,110.92,38.85,2024-07-02,2024-07-09,Complete,TECH05
ORD002437,ACC011,Crown Zirconia,169.08,56.32,2024-07-02,2024-07-09,Complete,TECH02
ORD002438,ACC001,Clear Aligner Set,544.96,175.08,2024-07-02,2024-07-12,Complete,TECH03
ORD002439,ACC014,Implant Abutment,212.7,69.73,2024-07-02,2024-07-06,Complete,TECH05
ORD002440,ACC004,Full Denture,758.03,297.66,2024-07-02,2024-07-07,Complete,TECH04
ORD002441,ACC003,Clear Aligner Set,625.91,186.17,2024-07-02,2024-07-13,Complete,TECH04
ORD002442,ACC002,Crown PFM,153.0,62.54,2024-07-02,2024-07-08,Complete,TECH06
ORD002443,ACC010,Crown PFM,136.1,55.87,2024-07-02,2024-07-14,Complete,TECH04
ORD002444,ACC010,Implant Crown,284.16,95.3,2024-07-02,2024-07-12,Complete,TECH04
ORD002445,ACC007,Veneer,111.27,40.31,2024-07-02,2024-07-11,Complete,TECH04
ORD002446,ACC002,Full Denture,622.96,294.03,2024-07-02,2024-07-08,Complete,TECH06
ORD002447,ACC008,Crown Zirconia,159.98,51.48,2024-07-02,2024-07-12,Complete,TECH02
ORD002448,ACC007,Full Denture,708.6,334.04,2024-07-02,2024-07-05,Complete,TECH03
ORD002449,ACC009,Veneer,114.4,40.58,2024-07-02,2024-07-11,Remake,TECH03
ORD002450,ACC002,Bridge 3-Unit,386.78,156.42,2024-07-02,2024-07-09,Complete,TECH06
ORD002451,ACC004,Partial Denture,407.32,182.51,2024-07-02,2024-07-05,Complete,TECH01
ORD002452,ACC011,Partial Denture,389.27,185.51,2024-07-02,2024-07-10,Complete,TECH04
ORD002453,ACC004,Nightguard,101.86,34.66,2024-07-02,2024-07-10,Complete,TECH06
ORD002454,ACC006,Crown PFM,150.83,65.64,2024-07-02,2024-07-14,Complete,TECH05
ORD002455,ACC001,Full Denture,614.41,328.38,2024-07-03,2024-07-13,Complete,TECH03
ORD002456,ACC001,Partial Denture,381.45,184.4,2024-07-03,2024-07-08,Complete,TECH06
ORD002457,ACC004,Clear Aligner Set,508.4,180.13,2024-07-03,2024-07-12,Complete,TECH06
ORD002458,ACC005,Bridge 3-Unit,441.1,161.56,2024-07-03,2024-07-09,Complete,TECH06
ORD002459,ACC006,Crown PFM,143.92,59.07,2024-07-03,2024-07-10,Complete,TECH05
ORD002460,ACC010,Crown Zirconia,177.35,58.57,2024-07-03,2024-07-12,Complete,TECH03
ORD002461,ACC003,Nightguard,95.61,40.84,2024-07-03,2024-07-08,Complete,TECH04
ORD002462,ACC004,Bridge 3-Unit,436.04,159.69,2024-07-03,2024-07-10,Complete,TECH06
ORD002463,ACC007,Partial Denture,418.12,183.68,2024-07-03,2024-07-07,Complete,TECH01
ORD002464,ACC009,Crown Zirconia,152.2,51.23,2024-07-03,2024-07-07,Complete,TECH04
ORD002465,ACC008,Clear Aligner Set,622.49,175.49,2024-07-03,2024-07-15,Complete,TECH01
ORD002466,ACC007,Partial Denture,376.42,186.37,2024-07-03,2024-07-07,Complete,TECH02
ORD002467,ACC010,Crown Zirconia,162.96,60.25,2024-07-03,2024-07-12,Complete,TECH01
ORD002468,ACC012,Implant Crown,292.66,91.49,2024-07-03,2024-07-10,Complete,TECH04
ORD002469,ACC007,Crown PFM,163.13,59.7,2024-07-03,2024-07-08,Remake,TECH03
ORD002470,ACC010,Nightguard,104.98,38.0,2024-07-03,2024-07-15,Complete,TECH04
ORD002471,ACC002,Partial Denture,374.53,181.6,2024-07-03,2024-07-15,Complete,TECH04
ORD002472,ACC001,Partial Denture,452.01,164.65,2024-07-03,2024-07-14,Complete,TECH02
ORD002473,ACC004,Crown Zirconia,177.79,52.51,2024-07-03,2024-07-15,Complete,TECH04
ORD002474,ACC010,Implant Abutment,216.32,65.65,2024-07-03,2024-07-07,Complete,TECH01
ORD002475,ACC001,Crown PFM,153.3,61.92,2024-07-03,2024-07-14,Remake,TECH01
ORD002476,ACC006,Crown PFM,157.41,56.18,2024-07-03,2024-07-11,Complete,TECH02
ORD002477,ACC002,Implant Crown,277.66,96.73,2024-07-03,2024-07-12,Complete,TECH03
ORD002478,ACC007,Implant Abutment,179.54,65.43,2024-07-03,2024-07-15,Remake,TECH01
ORD002479,ACC001,Clear Aligner Set,511.87,177.13,2024-07-04,2024-07-09,Complete,TECH01
ORD002480,ACC001,Full Denture,767.16,285.69,2024-07-04,2024-07-07,Complete,TECH04
ORD002481,ACC001,Crown Zirconia,157.17,55.91,2024-07-04,2024-07-14,Complete,TECH02
ORD002482,ACC002,Crown PFM,163.26,62.74,2024-07-04,2024-07-07,Complete,TECH01
ORD002483,ACC014,Full Denture,694.26,310.87,2024-07-04,2024-07-09,Complete,TECH05
ORD002484,ACC008,Crown Zirconia,156.45,51.38,2024-07-04,2024-07-15,Remake,TECH02
ORD002485,ACC002,Full Denture,631.51,286.25,2024-07-04,2024-07-10,Complete,TECH01
ORD002486,ACC008,Bridge 3-Unit,406.1,170.86,2024-07-04,2024-07-12,Complete,TECH06
ORD002487,ACC005,Implant Abutment,198.27,75.01,2024-07-04,2024-07-13,Complete,TECH02
ORD002488,ACC002,Implant Crown,305.45,103.63,2024-07-04,2024-07-13,Complete,TECH01
ORD002489,ACC006,Clear Aligner Set,537.84,202.57,2024-07-04,2024-07-14,Complete,TECH04
ORD002490,ACC011,Partial Denture,414.39,168.18,2024-07-04,2024-07-08,Complete,TECH05
ORD002491,ACC003,Implant Crown,296.91,93.57,2024-07-04,2024-07-08,Complete,TECH04
ORD002492,ACC002,Crown PFM,165.23,57.7,2024-07-04,2024-07-16,Complete,TECH06
ORD002493,ACC013,Nightguard,93.87,33.67,2024-07-04,2024-07-12,Complete,TECH04
ORD002494,ACC009,Full Denture,653.7,286.14,2024-07-04,2024-07-09,Complete,TECH03
ORD002495,ACC001,Full Denture,729.01,317.24,2024-07-04,2024-07-16,Complete,TECH03
ORD002496,ACC011,Nightguard,87.07,35.6,2024-07-04,2024-07-10,Complete,TECH01
ORD002497,ACC005,Clear Aligner Set,625.11,203.09,2024-07-04,2024-07-16,Complete,TECH06
ORD002498,ACC004,Partial Denture,386.88,169.92,2024-07-04,2024-07-14,Complete,TECH04
ORD002499,ACC001,Implant Abutment,196.04,65.15,2024-07-04,2024-07-12,Complete,TECH05
ORD002500,ACC003,Clear Aligner Set,497.92,172.3,2024-07-04,2024-07-16,Complete,TECH01
ORD002501,ACC012,Implant Abutment,181.89,77.28,2024-07-05,2024-07-16,Complete,TECH05
ORD002502,ACC001,Crown PFM,133.02,55.74,2024-07-05,2024-07-12,Complete,TECH03
ORD002503,ACC003,Full Denture,680.06,307.3,2024-07-05,2024-07-17,Complete,TECH01
ORD002504,ACC003,Veneer,122.8,44.36,2024-07-05,2024-07-13,Complete,TECH05
ORD002505,ACC001,Implant Crown,259.91,86.44,2024-07-05,2024-07-13,Complete,TECH06
ORD002506,ACC008,Implant Crown,268.63,89.99,2024-07-05,2024-07-13,Complete,TECH05
ORD002507,ACC014,Crown PFM,139.91,64.29,2024-07-05,2024-07-12,Complete,TECH01
ORD002508,ACC002,Clear Aligner Set,603.85,186.4,2024-07-05,2024-07-10,Complete,TECH05
ORD002509,ACC004,Bridge 3-Unit,411.53,159.18,2024-07-05,2024-07-14,Complete,TECH06
ORD002510,ACC004,Crown Zirconia,170.02,53.83,2024-07-05,2024-07-15,Complete,TECH03
ORD002511,ACC003,Veneer,114.77,41.04,2024-07-05,2024-07-09,Complete,TECH03
ORD002512,ACC005,Implant Crown,303.49,100.65,2024-07-05,2024-07-09,Complete,TECH01
ORD002513,ACC014,Crown PFM,138.2,62.87,2024-07-05,2024-07-14,Complete,TECH02
ORD002514,ACC004,Full Denture,647.47,309.41,2024-07-05,2024-07-13,Complete,TECH03
ORD002515,ACC008,Bridge 3-Unit,467.02,157.7,2024-07-05,2024-07-13,Complete,TECH04
ORD002516,ACC014,Clear Aligner Set,565.6,202.02,2024-07-05,2024-07-12,Complete,TECH04
ORD002517,ACC002,Implant Abutment,221.89,71.67,2024-07-05,2024-07-15,Complete,TECH01
ORD002518,ACC008,Implant Crown,257.68,95.27,2024-07-05,2024-07-15,Complete,TECH06
ORD002519,ACC005,Full Denture,657.15,330.27,2024-07-05,2024-07-14,Complete,TECH02
ORD002520,ACC001,Nightguard,95.73,35.98,2024-07-05,2024-07-13,Complete,TECH01
ORD002521,ACC001,Partial Denture,427.79,173.61,2024-07-05,2024-07-14,Complete,TECH02
ORD002522,ACC006,Nightguard,99.93,37.38,2024-07-05,2024-07-08,Complete,TECH06
ORD002523,ACC002,Crown Zirconia,157.56,51.66,2024-07-05,2024-07-12,Complete,TECH02
ORD002524,ACC001,Crown Zirconia,159.86,61.28,2024-07-05,2024-07-14,Complete,TECH04
ORD002525,ACC003,Implant Crown,308.79,103.48,2024-07-08,2024-07-14,Complete,TECH02
ORD002526,ACC009,Full Denture,720.27,316.56,2024-07-08,2024-07-11,Complete,TECH01
ORD002527,ACC002,Clear Aligner Set,560.55,183.51,2024-07-08,2024-07-14,Complete,TECH02
ORD002528,ACC003,Crown Zirconia,155.37,54.89,2024-07-08,2024-07-11,Complete,TECH06
ORD002529,ACC004,Full Denture,615.54,333.21,2024-07-08,2024-07-13,Complete,TECH06
ORD002530,ACC009,Crown PFM,152.03,66.58,2024-07-08,2024-07-18,Complete,TECH02
ORD002531,ACC004,Crown PFM,160.19,61.59,2024-07-08,2024-07-14,Complete,TECH05
ORD002532,ACC005,Bridge 3-Unit,459.4,157.5,2024-07-08,2024-07-16,Complete,TECH04
ORD002533,ACC005,Full Denture,780.26,288.76,2024-07-08,2024-07-16,Complete,TECH04
ORD002534,ACC001,Full Denture,663.19,293.49,2024-07-08,2024-07-20,Complete,TECH04
ORD002535,ACC001,Nightguard,102.8,33.6,2024-07-08,2024-07-14,Complete,TECH06
ORD002536,ACC015,Full Denture,696.63,287.95,2024-07-08,2024-07-17,Complete,TECH03
ORD002537,ACC002,Crown Zirconia,156.5,62.12,2024-07-08,2024-07-15,Complete,TECH06
ORD002538,ACC007,Veneer,137.62,46.43,2024-07-08,2024-07-16,Complete,TECH03
ORD002539,ACC003,Partial Denture,448.85,168.34,2024-07-08,2024-07-20,Complete,TECH05
ORD002540,ACC008,Clear Aligner Set,511.91,202.62,2024-07-08,2024-07-16,Complete,TECH03
ORD002541,ACC001,Crown PFM,148.59,63.06,2024-07-08,2024-07-13,Complete,TECH05
ORD002542,ACC013,Clear Aligner Set,571.74,177.94,2024-07-08,2024-07-12,Complete,TECH03
ORD002543,ACC001,Crown PFM,138.38,64.8,2024-07-08,2024-07-18,Complete,TECH03
ORD002544,ACC001,Full Denture,724.24,272.84,2024-07-08,2024-07-16,Complete,TECH03
ORD002545,ACC009,Nightguard,101.3,39.28,2024-07-08,2024-07-12,Complete,TECH06
ORD002546,ACC002,Implant Crown,287.28,104.24,2024-07-08,2024-07-11,Complete,TECH04
ORD002547,ACC012,Implant Crown,314.33,98.73,2024-07-08,2024-07-12,Complete,TECH03
ORD002548,ACC012,Clear Aligner Set,537.73,193.59,2024-07-08,2024-07-16,Complete,TECH05
ORD002549,ACC001,Implant Crown,274.31,94.4,2024-07-08,2024-07-15,Complete,TECH01
ORD002550,ACC003,Veneer,124.37,42.03,2024-07-09,2024-07-18,Complete,TECH01
ORD002551,ACC001,Veneer,128.82,43.15,2024-07-09,2024-07-17,Complete,TECH04
ORD002552,ACC003,Veneer,120.62,42.33,2024-07-09,2024-07-20,Remake,TECH01
ORD002553,ACC013,Partial Denture,364.23,163.46,2024-07-09,2024-07-15,Complete,TECH05
ORD002554,ACC005,Bridge 3-Unit,443.19,185.5,2024-07-09,2024-07-12,Complete,TECH04
ORD002555,ACC001,Crown PFM,147.28,64.02,2024-07-09,2024-07-12,Complete,TECH01
ORD002556,ACC001,Crown Zirconia,162.26,52.17,2024-07-09,2024-07-19,Complete,TECH06
ORD002557,ACC003,Crown PFM,134.9,61.81,2024-07-09,2024-07-12,Complete,TECH06
ORD002558,ACC002,Bridge 3-Unit,437.02,187.85,2024-07-09,2024-07-14,Complete,TECH03
ORD002559,ACC006,Crown PFM,159.7,62.29,2024-07-09,2024-07-13,Complete,TECH01
ORD002560,ACC001,Crown Zirconia,169.94,53.91,2024-07-09,2024-07-12,Complete,TECH05
ORD002561,ACC004,Crown PFM,164.07,58.28,2024-07-09,2024-07-14,Complete,TECH02
ORD002562,ACC010,Nightguard,91.68,38.1,2024-07-09,2024-07-21,Complete,TECH01
ORD002563,ACC004,Crown PFM,137.2,64.71,2024-07-09,2024-07-14,Complete,TECH05
ORD002564,ACC008,Nightguard,90.26,37.09,2024-07-09,2024-07-13,Complete,TECH05
ORD002565,ACC005,Implant Abutment,194.57,73.41,2024-07-09,2024-07-18,Complete,TECH04
ORD002566,ACC001,Implant Abutment,197.78,71.48,2024-07-09,2024-07-16,Remake,TECH01
ORD002567,ACC007,Clear Aligner Set,556.12,207.02,2024-07-09,2024-07-14,Complete,TECH04
ORD002568,ACC011,Veneer,116.31,47.36,2024-07-09,2024-07-20,Complete,TECH02
ORD002569,ACC003,Nightguard,94.78,33.92,2024-07-09,2024-07-17,Complete,TECH06
ORD002570,ACC008,Full Denture,690.11,326.04,2024-07-09,2024-07-16,Complete,TECH04
ORD002571,ACC001,Veneer,119.3,42.87,2024-07-09,2024-07-21,Complete,TECH06
ORD002572,ACC012,Nightguard,91.66,38.74,2024-07-09,2024-07-21,Complete,TECH03
ORD002573,ACC006,Partial Denture,362.17,159.46,2024-07-09,2024-07-15,Complete,TECH01
ORD002574,ACC007,Veneer,136.03,42.91,2024-07-09,2024-07-15,Complete,TECH01
ORD002575,ACC011,Bridge 3-Unit,454.46,167.44,2024-07-09,2024-07-13,Complete,TECH01
ORD002576,ACC006,Crown Zirconia,150.04,59.74,2024-07-09,2024-07-17,Complete,TECH05
ORD002577,ACC006,Crown PFM,163.98,58.54,2024-07-09,2024-07-18,Complete,TECH02
ORD002578,ACC014,Clear Aligner Set,571.51,179.23,2024-07-09,2024-07-16,Complete,TECH02
ORD002579,ACC002,Bridge 3-Unit,423.58,172.5,2024-07-09,2024-07-13,Complete,TECH05
ORD002580,ACC001,Crown Zirconia,156.9,60.44,2024-07-09,2024-07-17,Complete,TECH04
ORD002581,ACC005,Crown Zirconia,162.55,58.96,2024-07-10,2024-07-21,Complete,TECH04
ORD002582,ACC002,Implant Crown,297.14,95.53,2024-07-10,2024-07-22,Complete,TECH05
ORD002583,ACC010,Crown Zirconia,166.6,58.3,2024-07-10,2024-07-22,Complete,TECH01
ORD002584,ACC001,Nightguard,92.58,34.34,2024-07-10,2024-07-22,Complete,TECH05
ORD002585,ACC003,Implant Crown,315.02,91.92,2024-07-10,2024-07-19,Complete,TECH06
ORD002586,ACC003,Bridge 3-Unit,479.65,156.62,2024-07-10,2024-07-21,Complete,TECH05
ORD002587,ACC005,Partial Denture,416.59,178.05,2024-07-10,2024-07-22,Complete,TECH04
ORD002588,ACC012,Implant Abutment,207.35,63.82,2024-07-10,2024-07-16,Complete,TECH03
ORD002589,ACC011,Crown PFM,135.55,61.34,2024-07-10,2024-07-13,Complete,TECH02
ORD002590,ACC005,Clear Aligner Set,619.34,199.02,2024-07-10,2024-07-13,Complete,TECH03
ORD002591,ACC014,Partial Denture,414.57,180.45,2024-07-10,2024-07-21,Complete,TECH04
ORD002592,ACC013,Implant Abutment,210.76,64.86,2024-07-10,2024-07-16,Complete,TECH06
ORD002593,ACC003,Veneer,117.1,46.2,2024-07-10,2024-07-13,Complete,TECH01
ORD002594,ACC001,Implant Crown,294.56,103.1,2024-07-10,2024-07-13,Complete,TECH05
ORD002595,ACC004,Partial Denture,431.11,183.44,2024-07-10,2024-07-19,Complete,TECH05
ORD002596,ACC001,Veneer,111.54,44.14,2024-07-10,2024-07-18,Complete,TECH02
ORD002597,ACC003,Crown PFM,139.13,55.7,2024-07-10,2024-07-19,Remake,TECH06
ORD002598,ACC008,Nightguard,98.99,40.97,2024-07-10,2024-07-16,Remake,TECH01
ORD002599,ACC001,Bridge 3-Unit,424.05,163.89,2024-07-10,2024-07-22,Complete,TECH06
ORD002600,ACC011,Implant Abutment,181.82,69.09,2024-07-10,2024-07-14,Complete,TECH01
ORD002601,ACC002,Nightguard,90.39,38.8,2024-07-11,2024-07-17,Complete,TECH04
ORD002602,ACC008,Full Denture,744.64,290.95,2024-07-11,2024-07-22,Complete,TECH03
ORD002603,ACC003,Nightguard,97.46,33.85,2024-07-11,2024-07-23,Complete,TECH04
ORD002604,ACC002,Implant Crown,321.48,102.73,2024-07-11,2024-07-18,Complete,TECH06
ORD002605,ACC005,Crown Zirconia,163.86,60.51,2024-07-11,2024-07-17,Complete,TECH06
ORD002606,ACC004,Veneer,136.59,38.91,2024-07-11,2024-07-18,Complete,TECH03
ORD002607,ACC006,Implant Abutment,215.82,64.58,2024-07-11,2024-07-23,Complete,TECH04
ORD002608,ACC005,Partial Denture,393.49,160.0,2024-07-11,2024-07-16,Complete,TECH06
ORD002609,ACC004,Crown PFM,154.44,54.95,2024-07-11,2024-07-14,Complete,TECH05
ORD002610,ACC008,Full Denture,768.86,329.06,2024-07-11,2024-07-23,Complete,TECH02
ORD002611,ACC008,Full Denture,735.38,311.33,2024-07-11,2024-07-14,Complete,TECH01
ORD002612,ACC005,Implant Abutment,217.35,76.87,2024-07-11,2024-07-23,Complete,TECH06
ORD002613,ACC005,Nightguard,91.68,40.74,2024-07-11,2024-07-17,Complete,TECH02
ORD002614,ACC012,Implant Abutment,214.48,77.05,2024-07-11,2024-07-17,Complete,TECH05
ORD002615,ACC003,Clear Aligner Set,549.26,195.61,2024-07-11,2024-07-18,Complete,TECH06
ORD002616,ACC010,Clear Aligner Set,496.7,183.57,2024-07-11,2024-07-18,Complete,TECH02
ORD002617,ACC004,Crown PFM,146.45,60.34,2024-07-11,2024-07-21,Complete,TECH06
ORD002618,ACC010,Implant Crown,285.61,97.6,2024-07-11,2024-07-23,Complete,TECH05
ORD002619,ACC003,Crown Zirconia,166.67,54.03,2024-07-11,2024-07-18,Complete,TECH04
ORD002620,ACC001,Bridge 3-Unit,393.42,175.63,2024-07-11,2024-07-15,Complete,TECH06
ORD002621,ACC001,Nightguard,105.94,37.85,2024-07-11,2024-07-17,Complete,TECH01
ORD002622,ACC013,Implant Abutment,223.05,63.59,2024-07-11,2024-07-19,Complete,TECH05
ORD002623,ACC008,Clear Aligner Set,527.27,175.86,2024-07-11,2024-07-15,Complete,TECH05
ORD002624,ACC001,Implant Crown,279.71,93.52,2024-07-11,2024-07-20,Complete,TECH01
ORD002625,ACC007,Implant Abutment,182.48,68.06,2024-07-11,2024-07-19,Complete,TECH04
ORD002626,ACC011,Full Denture,692.02,333.16,2024-07-11,2024-07-16,Complete,TECH03
ORD002627,ACC001,Bridge 3-Unit,473.75,154.89,2024-07-11,2024-07-19,Complete,TECH05
ORD002628,ACC008,Nightguard,104.11,38.86,2024-07-11,2024-07-20,Complete,TECH05
ORD002629,ACC001,Bridge 3-Unit,418.01,188.92,2024-07-11,2024-07-15,Complete,TECH02
ORD002630,ACC005,Clear Aligner Set,581.67,200.22,2024-07-11,2024-07-15,Complete,TECH05
ORD002631,ACC009,Clear Aligner Set,559.95,192.05,2024-07-12,2024-07-19,Complete,TECH02
ORD002632,ACC010,Implant Abutment,219.91,68.09,2024-07-12,2024-07-20,Complete,TECH02
ORD002633,ACC004,Crown Zirconia,177.09,56.2,2024-07-12,2024-07-21,Complete,TECH03
